,AnimeName,ClusterType
3939,Life no Color,3
3940,Light Lag,3
3941,Lily C.A.T.,0
3942,Lily to Kaeru to (Otouto),3
3943,Lime-iro Ryuukitan X,1
3944,Lime-iro Senkitan,1
3945,Lime-iro Senkitan: Nankoku Yume Roman,1
3946,Ling Qi,3
3947,Lingerie Senshi Papillon Rose,1
3948,Lingeries,1
3949,Litchi DE Hikari Club,3
3950,Little Busters!,0
3951,Little Busters!: EX,0
3952,Little Busters!: Refrain,0
3953,Little Busters!: Sekai no Saitou wa Ore ga Mamoru!,0
3954,Little El Cid no Bouken,1
3955,Little Lulu to Chicchai Nakama,3
3956,Little Monica Monogatari,1
3957,Little Nemo,3
3958,Little Witch Academia,0
3959,Little Witch Academia: Mahoujikake no Parade,0
3960,Live On Cardliver Kakeru,0
3961,Lo Re: Pako Sukusuku Mizuki-chan The Animation,1
3962,Lodoss-tou Senki,3
3963,Lodoss-tou Senki: Eiyuu Kishi Den,3
3964,Log Horizon,0
3965,Log Horizon 2nd Season,0
3966,Log Horizon Recap,0
3967,Lolita Anime,3
3968,Lost Forest,3
3969,Lost Universe,3
3970,Lost Utopia,3
3971,Loups=Garous,3
3972,Loups=Garous Picture Drama,1
3973,Loups=Garous Pilot,0
3974,Love 2 Quad,1
3975,Love Bitch: Yasashii Onna,0
3976,Love Colon,0
3977,Love Get Chu,1
3978,Love Hina,1
3979,Love Hina Again,1
3980,Love Hina Christmas Special: Silent Eve,1
3981,Love Hina Final Selection,1
3982,Love Hina Haru Special: Kimi Sakura Chiru Nakare!!,1
3983,"Love Hina: Motoko no Sentaku, Koi ka Ken... Naku na",1
3984,Love Lab,0
3985,Love Like Aliens,0
3986,Love Live! Kouhaku Special Anime,0
3987,Love Live! School Idol Project,0
3988,Love Live! School Idol Project 2nd Season,0
3989,Love Live! School Idol Project 2nd Season Recap,0
3990,Love Live! School Idol Project OVA,0
3991,Love Live! School Idol Project Recap,1
3992,Love Live! School Idol Project: Muse's NEXT LoveLive! 2014 - Endless Parade Encore Animation,0
3993,Love Live! School Idol Project: Muse's NEXT LoveLive! 2014 - Endless Parade Makuai Drama,0
3994,Love Live! Sunshine!!,0
3995,Love Live! The School Idol Movie,0
3996,Love Live! x Watering KissMint Collaboration CM,2
3997,Love Position: Halley Densetsu,3
3998,Love Selection The Animation,1
3999,Love Stage!!,3
4000,Love Stage!! OVA,3
4001,Love es M The Animation,0
4002,Love to Live By,3
4003,Lovedol: Lovely Idol,1
4004,Lovedol: Lovely Idol OVA,1
4005,Loveless,3
4006,Loveless Specials,3
4007,Lovely Day: Boku to Kanojo no Nana Nichikan,0
4008,Lovely x Cation The Animation,0
4009,Lovely Complex,3
4010,Love Love?,1
4011,Love Love? Specials,1
4012,Lu Shidai,3
4013,Lu Shidai 2nd Season,1
4014,Luck & Logic,0
4015,Lucky☆Star,1
4016,Lucky☆Star: Original na Visual to Animation,1
4017,Luger Code 1951,0
4018,Luigi's Toy Adventure,0
4019,Lunatic Night,3
4020,Lunn wa Kaze no Naka,0
4021,Lupin III,3
4022,Lupin III (2015),0
4023,Lupin III (2015) Specials,0
4024,Lupin III (2015): Italian Game,1
4025,Lupin III vs. Detective Conan,0
4026,Lupin III vs. Detective Conan: The Movie,0
4027,Lupin III: $1 Money Wars,3
4028,Lupin 3: Ai no Da Capo - Fujiko's Unlucky Days,3
4029,Lupin III: Alcatraz Connection,3
4030,Lupin III: Babylon no Ougon Densetsu,3
4031,Lupin III: Bye Bye Liberty - Kiki Ippatsu!,3
4032,Lupin III: Cagliostro no Shiro,3
4033,Lupin III: Chi no Kokuin - Eien no Mermaid,0
4034,Lupin III: Dead or Alive,3
4035,Lupin 3: Episode 0 First Contact,3
4036,Lupin III: Fuuma Ichizoku no Inbou,3
4037,Lupin III: Green vs. Red,3
4038,Lupin III: Harimao no Zaihou wo Oe!!,3
4039,Lupin III: Hemingway Paper no Nazo,3
4040,Lupin III: Honoo no Kioku - Tokyo Crisis,3
4041,Lupin III: Ikiteita Majutsushi,3
4042,Lupin III: Kiri no Elusive,3
4043,Lupin III: Kutabare! Nostradamus,3
4044,Lupin III: Lupin Ansatsu Shirei,3
4045,Lupin III: Lupin Ikka Seizoroi,0
4046,Lupin III: Lupin vs. Fukusei-ningen,3
4047,Lupin III: Moeyo Zantetsuken!,3
4048,Lupin III: Napoleon no Jisho wo Ubae,3
4049,Lupin III: Nusumareta Lupin,0
4050,Lupin III: Otakara Henkyaku Daisakusen!!,0
4051,Lupin III: Part II,3
4052,Lupin III: Part III,1
4053,Lupin III: Pilot Film,3
4054,Lupin III: Princess of the Breeze - Kakusareta Kuuchuu Toshi,0
4055,Lupin III: Russia yori Ai wo Komete,3
4056,Lupin III: Secret File,3
4057,Lupin III: Seven Days Rhapsody,0
4058,Lupin III: Sweet Lost Night - Mahou no Lamp wa Akumu no Yokan,3
4059,Lupin III: Tenshi no Tactics - Yume no Kakera wa Koroshi no Kaori,3
4060,Lupin III: The Last Job,0
4061,Lupin III: Touhou Kenbunroku - Another Page,0
4062,Lupin III: Twilight Gemini no Himitsu,3
4063,Lupin III: Walther P-38,3
4064,Lupin the IIIrd: Jigen Daisuke no Bohyou,0
4065,Lupin the Third,3
4066,Lupin the Third: Mine Fujiko to Iu Onna,3
4067,Luv Wave,3
4068,M Ogui: Last Order,0
4069,M.E.M.: Yogosareta Junketsu,1
4070,M3: Sono Kuroki Hagane,0
4071,M3: Sono Kuroki Hagane Recap,1
4072,MAPS,1
4073,MD Geist II: Death Force,3
4074,MEMORiES MELODiES,0
4075,MM!,1
4076,MM! Specials,1
4077,MONSTER GENERATiON,3
4078,MTV Japan Station ID,3
4079,Ma ga Ochiru Yoru,1
4080,Maabou no Kinoshita Toukichirou,3
4081,Maburaho,1
4082,Macademi Wasshoi!,1
4083,Mach GoGoGo,3
4084,Mach GoGoGo (1997),1
4085,Machi Gurumi no Wana: Hakudaku ni Mamireta Shitai,0
4086,Machi Ichiban no Kechinbou,3
4087,Machine-Doll wa Kizutsukanai,0
4088,Machine-Doll wa Kizutsukanai Specials,0
4089,Macross,3
4090,Macross 25th Anniversary: All That VF Macross F Version,3
4091,Macross 25th Anniversary: All That VF Macross Zero Version,3
4092,Macross 7,3
4093,Macross 7 Encore,3
4094,Macross 7 Movie: Ginga ga Ore wo Yondeiru!,3
4095,Macross 7 Plus,3
4096,Macross Dynamite 7,3
4097,Macross F,3
4098,Macross F Movie 1: Itsuwari no Utahime,0
4099,Macross F Movie 2: Sayonara no Tsubasa,0
4100,Macross F Music Clip Shuu: Nyankuri,3
4101,Macross F: Choujikuu Gekijou,0
4102,Macross F: Close Encounter - Deculture Edition,3
4103,Macross FB7: Ore no Uta wo Kike!,1
4104,Macross Flash Back 2012,3
4105,Macross Fufonfia,0
4106,Macross Fufonfia Specials,0
4107,Macross II: Lovers Again,3
4108,Macross Plus,3
4109,Macross Plus Movie Edition,3
4110,Macross XX,3
4111,Macross Zero,3
4112,Macross Δ,0
4113,Macross: Do You Remember Love?,3
4114,Madan no Ou to Vanadis,0
4115,Madan no Ou to Vanadis: Tigre-kun to Vanadi-chu,0
4116,Madang-Eul Naon Amtalg,3
4117,Madlax,3
4118,Madobe Nanami no Windows 7 de PC Jisaku Ouen Commercial!!,1
4119,Madonna,0
4120,Madonna: Kanjuku Body Collection,2
4121,Madou King Granzort,2
4122,Mad Bull 34,3
4123,Maetel Legend,3
4124,Mafukiden: Pandarian,2
4125,Magi: Sinbad no Bouken,0
4126,Magi: Sinbad no Bouken (TV),0
4127,Magi: The Kingdom of Magic,0
4128,Magi: The Labyrinth of Magic,0
4129,Magic Kaito,0
4130,Magic Kaito 1412,0
4131,Magic Knight Rayearth,3
4132,Magic Knight Rayearth II,3
4133,Magic Knight Rayearth Omake,0
4134,Magic Tree House,0
4135,Magical Canan,1
4136,Magical Nyan Nyan Taruto,3
4137,Magical Twilight,1
4138,Magical Witch Academy: Boku to Sensei no Magical Lesson The Animation,1
4139,Magical☆Star Kanon 100%,0
4140,Magikano,1
4141,Magma Taishi,2
4142,Mahjong Hishouden: Naki no Ryuu,0
4143,Mahoraba: Heartful days,1
4144,Mahoromatic 2,1
4145,Mahoromatic 2 End Year Special,1
4146,Mahoromatic End Year Special,1
4147,Mahoromatic Summer Special,1
4148,Mahoromatic: Automatic Maiden,1
4149,Mahoromatic: I'm Home!,1
4150,Mahou Gakuen Lunar! Aoi Ryuu no Himitsu,1
4151,Mahou Sensei Negima!,1
4152,Mahou Sensei Negima! Anime Final,1
4153,Mahou Sensei Negima! Introduction Film,1
4154,Mahou Sensei Negima! Mou Hitotsu no Sekai,1
4155,Mahou Sensei Negima! Mou Hitotsu no Sekai Extra: Mahou Shoujo Yue,1
4156,Mahou Sensei Negima! Shiroki Tsubasa Ala Alba,1
4157,Mahou Senshi Louie,1
4158,Mahou Senshi Sweet Knights: Heroine Ryoujoku Shirei,2
4159,Mahou Sensou,0
4160,Mahou Shoujo Ai,3
4161,Mahou Shoujo Ai San: The Anime,3
4162,Mahou Shoujo Elena,0
4163,Mahou Shoujo Isuka,0
4164,Mahou Shoujo Lalabel,0
4165,Mahou Shoujo Lalabel: Umi ga Yobu Natsuyasumi,1
4166,Mahou Shoujo Lyrical Nanoha,1
4167,Mahou Shoujo Lyrical Nanoha A's,1
4168,Mahou Shoujo Lyrical Nanoha StrikerS,1
4169,Mahou Shoujo Lyrical Nanoha ViVid,0
4170,Mahou Shoujo Lyrical Nanoha: The Movie 1st,0
4171,Mahou Shoujo Lyrical Nanoha: The Movie 2nd A's,0
4172,Mahou Shoujo Madoka Magica,0
4173,Mahou Shoujo Madoka Magica Movie 1: Hajimari no Monogatari,0
4174,Mahou Shoujo Madoka Magica Movie 2: Eien no Monogatari,0
4175,Mahou Shoujo Madoka Magica Movie 3: Hangyaku no Monogatari,0
4176,Mahou Shoujo Madoka Magica Movie 3: Hangyaku no Monogatari - Magica Quartet x Nisioisin,0
4177,Mahou Shoujo Madoka Magica: Concept Movie,0
4178,Mahou Shoujo Meruru,2
4179,Mahou Shoujo Nante Mou Ii Desukara.,0
4180,Mahou Shoujo Pretty Sammy,1
4181,Mahou Shoujo Pretty Sammy (1996),1
4182,Mahou Shoujo Pretty Sammy Specials,1
4183,Mahou Shoujo Sae,1
4184,Mahou Shoujo Sonico Magica,3
4185,Mahou Shoujo Taisen,0
4186,Mahou Shoujo wa Kiss Shite Kawaru,2
4187,Mahou Shoujo-tai Arusu,3
4188,Mahou Shoujo-tai Arusu the Adventure,0
4189,Mahou Shoujo? Naria☆Girls,1
4190,Mahou Yuugi 2D,3
4191,Mahou Yuugi 3D,0
4192,Mahou no Chocolate,3
4193,Mahou no Idol Pastel Yumi,2
4194,Mahou no Mako-chan,3
4195,Mahou no Pen,0
4196,Mahou no Princess Minky Momo,2
4197,Mahou no Princess Minky Momo vs. Mahou no Tenshi Creamy Mami,0
4198,Mahou no Princess Minky Momo: Hitomi no Seiza - Minky Momo Song Special,3
4199,Mahou no Princess Minky Momo: Yume wo Dakishimete,1
4200,Mahou no Shiho-chan,2
4201,Mahou no Stage Fancy Lala,3
4202,Mahou no Star Magical Emi,3
4203,Mahou no Star Magical Emi: Kumo Hikaru,0
4204,Mahou no Tenshi Creamy Mami,3
4205,Mahou no Tenshi Creamy Mami: Curtain Call,3
4206,Mahou no Tenshi Creamy Mami: Eien no Once More,3
4207,Mahou no Tenshi Creamy Mami: Long Goodbye,3
4208,Mahou no Tenshi Creamy Mami: Lovely Serenade,3
4209,Mahou no Tenshi Creamy Mami: Zutto Kitto Motto,3
4210,Mahou no Yousei Persia: Escape!,3
4211,Mahoujin Guru Guru,1
4212,Mahoujin Guru Guru Movie,3
4213,Mahouka Koukou no Rettousei,0
4214,Mahouka Koukou no Rettousei: Yoku Wakaru Mahouka!,0
4215,Mahouka Koukou no Rettousei: Yoku Wakaru Mahouka! Special,0
4216,Mahoutsukai Chappy,3
4217,Mahoutsukai Jiji,0
4218,Mahoutsukai Nara Miso wo Kue!,0
4219,Mahoutsukai Sally,3
4220,Mahoutsukai Sally (Movie),3
4221,Mahoutsukai Sally 2,3
4222,Mahoutsukai Tai!,3
4223,Mahoutsukai Tai! OVA,3
4224,Mahoutsukai Tai! vs. Shamanic Princess,1
4225,Mahoutsukai ni Taisetsu na Koto,3
4226,Mahoutsukai ni Taisetsu na Koto: Natsu no Sora,3
4227,Mai Mai Shinko to Sennen no Mahou,3
4228,Mai Zhu,3
4229,Mai no Mahou to Katei no Hi,0
4230,Mai-HiME,3
4231,Mai-HiME Specials,1
4232,Mai-HiME: Kuro no Mai/Saigo no Bansan,3
4233,Mai-Otome,1
4234,Mai-Otome 0: S.ifr,3
4235,Mai-Otome Special: Otome no Inori,1
4236,Mai-Otome Specials,3
4237,Mai-Otome Zwei,3
4238,Mai-Otome Zwei Special,1
4239,Maicching Machiko-sensei,3
4240,Maid in Heaven SuperS,1
4241,Maido! Urayasu Tekkin Kazoku,3
4242,Maids in Dream,1
4243,Maihime,3
4244,Mainichi Kaasan,0
4245,Mainichi ga Nichiyoubi,0
4246,Maison Ikkoku,3
4247,Maison Ikkoku: Ikkokujima Nanpa Shimatsuki,3
4248,Maison Ikkoku: Kanketsu-hen,3
4249,Maison Ikkoku: Prelude - Meguru Haru no Sakura no you ni...,1
4250,Maison Ikkoku: Utsuriyuku Kisetsu no Naka de,1
4251,Maji de Otaku na English! Ribbon-chan: Eigo de Tatakau Mahou Shoujo,0
4252,Maji de Otaku na English! Ribbon-chan: Eigo de Tatakau Mahou Shoujo - The TV,0
4253,Maji de Watashi ni Koi Shinasai!,1
4254,Majime ni Fumajime Kaiketsu Zorori,2
4255,Majime ni Fumajime Kaiketsu Zorori: Nazo no Otakara Daisakusen,3
4256,Majimoji Rurumo,0
4257,Majin Bone,0
4258,Majin Tantei Nougami Neuro,3
4259,Majo no Takkyuubin,3
4260,Majokko Megu-chan,3
4261,Majokko Shimai no Yoyo to Nene,0
4262,Majokko Shimai no Yoyo to Nene Movie Extra: Hatsukoi - Mikako Komatsu,0
4263,Majokko Tickle,3
4264,Majokko Tsukune-chan,3
4265,Major Movie: Yuujou no Winning Shot,0
4266,Major S1,0
4267,Major S2,0
4268,Major S3,0
4269,Major S4,0
4270,Major S5,0
4271,Major S6,0
4272,Major: Message,0
4273,Major: World Series,0
4274,Majutsushi Orphen,3
4275,Majutsushi Orphen: Revenge,3
4276,Majuu Jouka Shoujo Utea,0
4277,Majuu Sensen: The Apocalypse,1
4278,Majuu Senshi Luna Varga,3
4279,Makai Kishi Ingrid,0
4280,Makai Ouji: Devils and Realist,0
4281,Makai Senki Disgaea,1
4282,Makai Senki Disgaea: Welcome to Netherworld,3
4283,Makai Tenshi Djibril,1
4284,Makai Tenshi Djibril 3,1
4285,Makai Tenshi Djibril: Episode 2,1
4286,Makai Tenshou,3
4287,Makai Toshi Shinjuku,3
4288,Makaryuudo Demon Hunter,1
4289,Makasete Iruka!,1
4290,Maken-Ki!,1
4291,Maken-Ki! OVA,1
4292,Maken-Ki! Specials,1
4293,Maken-Ki! Two,0
4294,Maken-Ki! Two Specials,0
4295,Maki-chan to Nau.,0
4296,Makiba no Shoujo Katri,1
4297,Makura no Danshi,0
4298,Makyou Gaiden Le Deus,0
4299,Malay Oki Kaisen,3
4300,Malice@Doll,1
4301,Mama Puri!?,1
4302,Mama wa Poyopoyo Saurus ga Osuki,2
4303,Mama wa Shougaku 4 Nensei,0
4304,Mamahaha,1
4305,Mameshiba,3
4306,Mamono Hunter Youko,2
4307,Mamoru-kun ni Megami no Shukufuku wo!,1
4308,Mamotte Shugogetten!,1
4309,Mamotte! Lollipop,3
4310,Manga Aesop Monogatari (TV),2
4311,Manga Nihonshi (NHK Han),0
4312,Manga Sarutobi Sasuke,1
4313,Manga Sekai Mukashibanashi,1
4314,Mangaka-san to Assistant-san to The Animation,0
4315,Mangaka-san to Assistant-san to The Animation Specials,0
4316,Mangchi,2
4317,Mangirl!,0
4318,Mangirl!: Asobu Henshuu Girl,0
4319,Manie-Manie: Meikyuu Monogatari,3
4320,Manin Densha,2
4321,Mankitsu Happening,0
4322,Many Mary,3
4323,Manyuu Hikenchou,0
4324,Manyuu Hikenchou Picture Drama,0
4325,Manyuu Hikenchou Specials,0
4326,Maou Dante,0
4327,Maoyuu Maou Yuusha,0
4328,"Maoyuu Maou Yuusha: Kono Monogatari wa, Daniku dake Dewanai no ja!",0
4329,Maple Colors,1
4330,Maple Town Monogatari,1
4331,MapleStory,0
4332,MapleStory Special,3
4333,Marco: Haha wo Tazunete Sanzenri,3
4334,Mardock Scramble: The First Compression,0
4335,Mardock Scramble: The Second Combustion,0
4336,Mardock Scramble: The Third Exhaust,0
4337,Marginal Prince: Gekkeiju no Ouji-tachi,3
4338,Marginal Prince: Gekkeiju no Ouji-tachi - Tokyo Merry-Go-Round,3
4339,Mari Iyagi,3
4340,Maria-sama ga Miteru,3
4341,Maria-sama ga Miteru 3rd,3
4342,Maria-sama ga Miteru 3rd Specials,3
4343,Maria-sama ga Miteru 4th,3
4344,Maria-sama ga Miteru 4th Specials,3
4345,Maria-sama ga Miteru Specials,3
4346,Maria-sama ga Miteru: Haru,3
4347,Maria-sama ga Miteru: Haru Specials,3
4348,Maria†Holic,3
4349,Maria†Holic Alive,3
4350,Maria†Holic Alive Special,0
4351,Maria†Holic: Run Run Riru Ran Ran Rara,0
4352,Marie & Gali,1
4353,Marie & Gali Episode Zero,1
4354,Marie & Gali Special,3
4355,Marie & Gali ver. 2.0,1
4356,Marimo no Hana: Saikyou Butouha Shougakusei Densetsu,3
4357,Marmalade Boy,3
4358,Marmalade Boy Movie,3
4359,Maro no Kanja wa Gatenkei,2
4360,Maroko,0
4361,"Marriage Blue: Konyakusha ga Iru no ni, Doushite Konna Otoko ni",0
4362,Marvel Disk Wars: The Avengers,2
4363,Maryuu Senki,0
4364,Mashiro-iro Symphony: Airi ga Anata no Kanojo ni!?,1
4365,Mashiro-iro Symphony: The Color of Lovers,1
4366,Mashiro-iro Symphony: The Color of Lovers Picture Drama,0
4367,Mashou no Kao,1
4368,Mashou no Nie 3,0
4369,Masou Gakuen HxH,0
4370,Masou Kishin Cybuster,3
4371,Mass Effect: Paragon Lost,0
4372,Massugu ni Ikou.,3
4373,Master Keaton,3
4374,Master Keaton OVA,3
4375,Master Mosquiton,3
4376,Master Mosquiton 99,3
4377,Master of Epic: The Animation Age,1
4378,Master of Torque,0
4379,Master of Torque 2,0
4380,Masuda Kousuke Gekijou Gag Manga Biyori,0
4381,Masuda Kousuke Gekijou Gag Manga Biyori +,1
4382,Masuda Kousuke Gekijou Gag Manga Biyori 2,0
4383,Masuda Kousuke Gekijou Gag Manga Biyori 3,0
4384,Matantei Loki Ragnarok,3
4385,Match Shoujo,3
4386,Match Uri no Shoujo,3
4387,Mattsu to Yanma to Moburi-san 2: Suigun Otakara to Nazotoki no Shimajima,3
4388,Mattsu to Yanma to Moburi-san: Nanatsu no Hihou to Soratobu Oshiro,3
4389,Mawaru Penguindrum,0
4390,Mayo Chiki!,1
4391,Mayoi Neko Overrun!,1
4392,Mayoi Neko Overrun! Specials,1
4393,Mayoiga,0
4394,Mayonaka wa Junketsu,3
4395,Maze☆Bakunetsu Jikuu,3
4396,Maze☆Bakunetsu Jikuu (TV),3
4397,Mazinger Z,2
4398,Mazinger Z tai Ankoku Daishougun,2
4399,Mazinger Z tai Devilman,0
4400,Mazinger Z tai Dr. Hell,1
4401,Mazinger ZIP!,2
4402,Mazinkaiser,3
4403,Mazinkaiser SKL,3
4404,Mazinkaiser: Shitou! Ankoku Dai Shogun,3
4405,Me gumi no Daigo: Kajiba no Baka Yarou,3
4406,Medaka Box,0
4407,Medaka Box Abnormal,0
4408,Medaka no Gakkou,1
4409,Medarot,0
4410,Medarot Damashii,0
4411,Mega Man,3
4412,Megachu!,1
4413,Megami Kouhosei,3
4414,Megami Kouhosei Special Curriculum,3
4415,Megami Kyouju,1
4416,Megami Tantei Vinus File,2
4417,Megami Tengoku,1
4418,Megane na Kanojo,1
4419,Meganebu!,3
4420,Megazone 23,3
4421,Megumi,3
4422,Mei King,3
4423,Mei to Koneko Bus,3
4424,Meiken Jolie,3
4425,Meiou Project Zeorymer,0
4426,Meisou! Underworld,3
4427,Meitantei Holmes,3
4428,Meitantei Holmes: Aoi Ruby no Maki / Kaitei no Zaihou no Maki,0
4429,Meitantei Holmes: Mrs. Hudson Hitojichi Jiken no Maki / Dover Kaikyou no Daikuuchuusen no Maki,0
4430,Mejoku,3
4431,Mekakucity Actors,0
4432,Melody,3
4433,Melty Lancer,1
4434,Meme Iroiro Yume no Tabi,2
4435,Memories,3
4436,Memories Off,1
4437,Memories Off #5 Togireta Film The Animation,1
4438,Memories Off 2nd,1
4439,Memories Off 3.5,1
4440,Memory,3
4441,Memory (ONA),3
4442,Menkui!,0
4443,Meow no Hoshi,3
4444,Mermaid Forest,3
4445,Mermaid Forest OVA,3
4446,Mermaid Melody Pichi Pichi Pitch,3
4447,Mermaid Melody Pichi Pichi Pitch Pure,3
4448,Mermaid's Scar,3
4449,Message Song,1
4450,Mesu Kyoushi 4: Kegasareta Kyoudan,0
4451,Mesu Kyoushi: Injoku no Kyoushitsu,3
4452,Mesu Saga: Persona,1
4453,Metal Fight Beyblade,2
4454,Metal Fight Beyblade 4D,2
4455,Metal Fight Beyblade Zero G,2
4456,Metal Fight Beyblade Zero G Specials,2
4457,Metal Fight Beyblade vs. Taiyou: Shakunetsu no Shinryakusha Sol Blaze,2
4458,Metal Fight Beyblade: Baku,0
4459,Metal Skin Panic MADOX-01,3
4460,Metropolis,3
4461,Metropolitan Museum,1
4462,Mezame no Hakobune,3
4463,Mezzo DSA,3
4464,Mezzo Forte,3
4465,Miami Guns,1
4466,Mianhada Saranghanda,0
4467,Miboujin Nikki: Akogare no Ano Hito to Hitotsu Yane no Shita,2
4468,Miboujin: Numeriau Nikuyoku to Midara ni Nureru Mitsusubo,1
4469,Michi (Music),3
4470,Michiko to Hatchin,3
4471,Midnight Eye: Gokuu,3
4472,Midnight Eye: Gokuu II,3
4473,Midnight Panther,3
4474,Midori no Hibi,1
4475,Midori no Makibao,1
4476,Midori no Neko,3
4477,Midoriyama Koukou Koushien-hen,1
4478,Mikagura Gakuen Kumikyoku,0
4479,Mikakunin de Shinkoukei,0
4480,Mikakunin de Shinkoukei: Kamoniku tte Midori-ppoi Aji ga Suru no ne.,0
4481,Mikakunin de Shinkoukei: Mite. Are ga Watashitachi no Tomatteiru Ryokan yo.,0
4482,Mikan Enikki,3
4483,Mikan Enikki Specials,3
4484,Military!,0
4485,Military! Special,0
4486,Milk Junkie: Shimai-hen,1
4487,Milkyway,3
4488,Million Doll,0
4489,Mimi wo Sumaseba,3
4490,Minami no Niji no Lucy,1
4491,Minami no Shima no Dera-chan,0
4492,Minami-ke,1
4493,Minami-ke Betsubara,1
4494,Minami-ke Natsuyasumi,0
4495,Minami-ke Okaeri,1
4496,Minami-ke Okawari,1
4497,Minami-ke Omatase,0
4498,Minami-ke Tadaima,0
4499,Mind Game,3
4500,Minerva no Kenshi,3
4501,Mini Hama: Minimum Hamatora,0
4502,Mini Hama: Minimum Hamatora Movies,0
4503,Mini Moni the TV,3
4504,Mini Sengoku Basara Two: Tsukiyo no Katakura-kun,3
4505,Mini Sengoku Basara: Chousokabe-kun to Mouri-kun,3
4506,Mini Van,0
4507,Mini Van Special,0
4508,Mini-Chara Macross,0
4509,Minions x Godzilla x Toho Cinema Collaboration Tokubetsu Eizou,3
4510,Minky Momo in Tabidachi no Eki,3
4511,Minky Momo in Yume ni Kakeru Hashi,3
4512,Minna Agechau♡,0
4513,Minna Atsumare! Falcom Gakuen,0
4514,Minna Atsumare! Falcom Gakuen SC,0
4515,Minori Scramble!,3
4516,Miracle Giants Doumu-kun,3
4517,Miracle Train: Chuo-sen e Youkoso,3
4518,Miracle☆Girls,3
4519,Miracle☆Train: Oedo-sen e Youkoso,3
4520,Mirai Choujuu Fobia,0
4521,Mirai Keisatsu Urashiman,3
4522,Mirai Koushi Harima SACLA,0
4523,Mirai Nikki,1
4524,Mirai Nikki (TV),0
4525,Mirai Nikki (TV): Ura Mirai Nikki,1
4526,Mirai Nikki Redial,0
4527,Mirai Robo Daltanias,2
4528,Mirai Shounen Conan,3
4529,Mirai Shounen Conan (Movie),0
4530,Mirai Shounen Conan 2: Taiga Daibouken,3
4531,Mirai no Watashi,3
4532,"Misenai Namida wa, Kitto Itsuka",3
4533,Miss Monochrome: The Animation,0
4534,Miss Monochrome: The Animation - Manager,0
4535,Miss Monochrome: The Animation - Soccer-hen,0
4536,Miss Monochrome: The Animation 2,0
4537,Miss Monochrome: The Animation 3,0
4538,Miss Monochrome: Watashi dake no Monogatari,0
4539,Mission School,3
4540,Mission-E,1
4541,Mister Ajikko,3
4542,Misute♡naide Daisy,1
4543,Misuzu: Ikenai Koto,0
4544,MitchiriNeko March,3
4545,Mitsu x Mitsu Drops,3
4546,Mitsubachi Maya no Bouken,3
4547,Mitsudomoe,0
4548,Mitsudomoe Special,1
4549,Mitsudomoe Zouryouchuu!,0
4550,Mitsume ga Tooru,1
4551,Mitsuwano,0
4552,Miyakawa-ke no Kuufuku,1
4553,Miyamoto Musashi: Souken ni Haseru Yume,0
4554,Miyazaki Maya Daizukan,0
4555,Miyori no Mori,3
4556,Miyuki,1
4557,Mizu no Kotoba,3
4558,Mizugi Kanojo: The Animation,1
4559,Mizuiro,1
4560,Mizuiro (2003),1
4561,Mizuiro Jidai,3
4562,Mizutori,3
4563,Mnemosyne: Mnemosyne no Musume-tachi,3
4564,Mo Gyutto Love de Sekkinchuu!,0
4565,Mob Psycho 100,0
4566,Mobile Fighter G Gundam,3
4567,Mobile Police Patlabor,3
4568,Mobile Police Patlabor 2: The Movie,3
4569,Mobile Police Patlabor: MiniPato,1
4570,Mobile Police Patlabor: On Television,3
4571,Mobile Police Patlabor: The Movie,3
4572,Mobile Police Patlabor: The New Files,3
4573,Mobile Police Patlabor: WXIII,3
4574,Mobile Suit Gundam,3
4575,Mobile Suit Gundam 00,0
4576,Mobile Suit Gundam 00 Second Season,0
4577,Mobile Suit Gundam 00 Special Edition,0
4578,Mobile Suit Gundam 00 The Movie: A Wakening of the Trailblazer,0
4579,Mobile Suit Gundam 0080: War in the Pocket,3
4580,Mobile Suit Gundam 0083: Stardust Memory,3
4581,Mobile Suit Gundam 0083: Stardust Memory - The Mayfly of Space,3
4582,Mobile Suit Gundam 0083: The Fading Light of Zeon,2
4583,Mobile Suit Gundam 00: Tenshitachi no Kiseki,0
4584,Mobile Suit Gundam AGE,0
4585,Mobile Suit Gundam AGE: Memory of Eden,1
4586,Mobile Suit Gundam Battlefield Record: Avant-Title,3
4587,Mobile Suit Gundam F91,3
4588,Mobile Suit Gundam I,3
4589,Mobile Suit Gundam II: Soldiers of Sorrow,3
4590,Mobile Suit Gundam III: Encounters in Space,3
4591,Mobile Suit Gundam MS IGLOO 2: Gravity of the Battlefront,3
4592,Mobile Suit Gundam MS IGLOO: Apocalypse 0079,3
4593,Mobile Suit Gundam MS IGLOO: The Hidden One Year War,3
4594,Mobile Suit Gundam Seed,3
4595,Mobile Suit Gundam Seed C.E.73: Stargazer,0
4596,Mobile Suit Gundam Seed Destiny,3
4597,Mobile Suit Gundam Seed Destiny Final Plus: The Chosen Future,3
4598,Mobile Suit Gundam Seed Destiny Special Edition,3
4599,Mobile Suit Gundam Seed MSV Astray,3
4600,Mobile Suit Gundam Seed Special Edition,3
4601,Mobile Suit Gundam Seed: After-Phase Between the Stars,0
4602,Mobile Suit Gundam Seed: Seed Supernova - Tanekyara Gekijou,3
4603,Mobile Suit Gundam Thunderbolt,0
4604,Mobile Suit Gundam Thunderbolt: December Sky,0
